"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,,,
19,75341,1937143,Los Angeles,Redondo Beach Unified,Redondo High,462,96,20.8,    22.6,      58,    12.6,,,
19,75341,1995752,Los Angeles,Redondo Beach Unified,Redondo Shores High (Cont.),99,0,0,    0,       0,     0.0,,,
20,10207,2030054,Madera,Madera Co. Office of Education,Enterprise Secondary School,11,0,0,    0,       0,     0.0,,,
20,10207,2030096,Madera,Madera Co. Office of Education,Alternative/Opportunity,1,0,0,    0,       0,     0.0,,,
20,10207,2030153,Madera,Madera Co. Office of Education,Juvenile Hall (Endeavor/Voyager Secondary),21,0,0,    0,       0,     0.0,,,
20,10207,2030187,Madera,Madera Co. Office of Education,Discovery Secondary,3,0,0,    0,       0,     0.0,,,
20,10207,2030229,Madera,Madera Co. Office of Education,Pioneer Technical Center,27,0,0,    0,       0,     0.0,,,
20,10207,6077200,Madera,Madera Co. Office of Education,Special Education,45,0,0,    0,       0,     0.0,,,
20,65201,2030047,Madera,Chowchilla Union High,Gateway High (Cont.),1,0,0,    0,       0,     0.0,,,
20,65201,2032357,Madera,Chowchilla Union High,Chowchilla High,189,5,2.6,NA,NA,NA,,,
20,65243,2030138,Madera,Madera Unified,Mountain Vista High (Continuation),104,0,0,    0,       0,     0.0,,,
20,65243,2035640,Madera,Madera Unified,Furman (Duane E.) High (Alter.),164,0,0,    0,       0,     0.0,,,
20,65243,2035707,Madera,Madera Unified,Madera High,847,65,7.7,    19.9,      30,     3.5,,,
20,73734,2030013,Madera,Yosemite Joint Union High,Yosemite High,240,63,26.3,    21.4,      40,    16.7,,,
20,73734,2030039,Madera,Yosemite Joint Union High,Ahwahnee High (Cont.),8,0,0,    0,       0,     0.0,,,
20,73734,2030070,Madera,Yosemite Joint Union High,Raymond Granite High (Alter.),4,0,0,    0,       0,     0.0,,,
20,73734,2030088,Madera,Yosemite Joint Union High,Foothill High (Alter.),16,0,0,    0,       0,     0.0,,,
20,73734,2030104,Madera,Yosemite Joint Union High,Evergreen High (Independent Study),26,0,0,    0,       0,     0.0,,,
20,73734,2030237,Madera,Yosemite Joint Union High,Glacier High School Charter,1,0,0,    0,       0,     0.0,,,
20,75580,2030161,Madera,Golden Valley Unified School District,Camelot High (Cont.),1,0,0,    0,       0,     0.0,,,
20,75580,2030179,Madera,Golden Valley Unified School District,Independence High,5,0,0,    0,       0,     0.0,,,
20,75606,0100180,Madera,Chawanakee Joint Unified,Mountain Oaks High School,6,0,0,    0,       0,     0.0,,,
20,75606,6114862,Madera,Chawanakee Joint Unified,Chawanakee Home Study (Alt),33,0,0,    0,       0,     0.0,,,
21,10215,2130037,Marin,Marin Co. Office of Education,Juvenile Hall/Community,34,0,0,    0,       0,     0.0,,,
21,10215,2130102,Marin,Marin Co. Office of Education,Phoenix Academy,9,0,0,    0,       0,     0.0,,,
21,10215,6069504,Marin,Marin Co. Office of Education,Special Education,35,0,0,    0,       0,     0.0,,,
21,65417,2130045,Marin,Novato Unified,Nova Education Center (Indep. St.),29,0,0,    0,       0,     0.0,,,
21,65417,2132264,Marin,Novato Unified,Marin Oaks High School,28,0,0,    0,       0,     0.0,,,
21,65417,2132272,Marin,Novato Unified,Novato High,271,77,28.4,    23.2,      60,    22.1,,,
21,65417,2133056,Marin,Novato Unified,San Marin High,211,54,25.6,    24.3,      44,    20.9,,,
21,65466,2133254,Marin,San Rafael City High,Madrone High (Cont.),22,0,0,    0,       0,     0.0,,,
21,65466,2133262,Marin,San Rafael City High,San Rafael High,219,27,12.3,    24.8,      21,     9.6,,,
21,65466,2134005,Marin,San Rafael City High,Terra Linda High,272,40,14.7,    22.7,      28,    10.3,,,
21,65482,2130078,Marin,Tamalpais Union High,Tamiscal High (Alter.),27,9,33.3,NA,NA,NA,,,
21,65482,2131340,Marin,Tamalpais Union High,Sir Francis Drake High,255,39,15.3,    23.7,      31,    12.2,,,
21,65482,2132587,Marin,Tamalpais Union High,Redwood High,320,100,31.3,    25.4,      85,    26.6,,,
21,65482,2133692,Marin,Tamalpais Union High,Tamalpais High,234,73,31.2,    24.2,      61,    26.1,,,
21,65482,2134419,Marin,Tamalpais Union High,San Andreas High (Alter.),59,1,1.7,NA,NA,NA,,,
21,73361,2130086,Marin,Shoreline Unified,Shoreline Independent Study,4,0,0,    0,       0,     0.0,,,
21,73361,2130094,Marin,Shoreline Unified,Shoreline Continuation High,4,0,0,    0,       0,     0.0,,,
21,73361,2134310,Marin,Shoreline Unified,Tomales High,49,11,22.4,    21.7,       5,    10.2,,,
22,10223,6105308,Mariposa,Mariposa Co. Office of Education,Special Education,2,0,0,    0,       0,     0.0,,,
22,32276,2230019,Mariposa,Mariposa Co Cya Dist,Mt Bullion Youth Conservation Camp,9,0,0,    0,       0,     0.0,,,
22,65532,2230035,Mariposa,Mariposa County Unified,Spring Hill High (Cont.),5,1,20,NA,NA,NA,,,
22,65532,2230068,Mariposa,Mariposa County Unified,Mariposa County Independent Learning (Altern),15,0,0,    0,       0,     0.0,,,
22,65532,2230076,Mariposa,Mariposa County Unified,Coulterville High,2,0,0,    0,       0,     0.0,,,
22,65532,2230084,Mariposa,Mariposa County Unified,Yosemite Park High,1,0,0,    0,       0,     0.0,,,
22,65532,2235356,Mariposa,Mariposa County Unified,Mariposa County High,160,15,9.4,    21.7,       9,     5.6,,,
23,10231,2330124,Mendocino,Mendocino Co. Office of Education,West Hills Juvenile Hall Court,8,0,0,    0,       0,     0.0,,,
23,10231,2330447,Mendocino,Mendocino Co. Office of Education,Mendocino County Community,20,0,0,    0,       0,     0.0,,,
23,65540,2330405,Mendocino,Anderson Valley Unified,Anderson Valley Charter Network,2,0,0,    0,       0,     0.0,,,
23,65540,2330900,Mendocino,Anderson Valley Unified,Anderson Valley Jr./Sr. High,37,2,5.4,NA,NA,NA,,,
23,65565,2330215,Mendocino,Fort Bragg Unified,Noyo High (Cont.),2,0,0,    0,       0,     0.0,,,
23,65565,2331361,Mendocino,Fort Bragg Unified,Fort Bragg High,134,3,2.2,NA,NA,NA,,,
23,65581,2330090,Mendocino,Mendocino Unified,Mendocino Community High (Cont.),18,1,5.6,NA,NA,NA,,,
23,65581,2330306,Mendocino,Mendocino Unified,Mendocino Academy (Altern),16,0,0,    0,       0,     0.0,,,
23,65581,2333185,Mendocino,Mendocino Unified,Mendocino High,57,7,12.3,NA,NA,NA,,,
23,65599,2330108,Mendocino,Point Arena Joint Union High,South Coast Continuation,12,0,0,    0,       0,     0.0,,,
23,65599,2333649,Mendocino,Point Arena Joint Union High,Point Arena High,38,0,0,    0,       0,     0.0,,,
23,65607,2334563,Mendocino,Round Valley Unified,Round Valley High,19,3,15.8,NA,NA,NA,,,
23,65615,2330413,Mendocino,Ukiah Unified,Redwood Academy of Ukiah,3,0,0,    0,       0,     0.0,,,
23,65615,2330439,Mendocino,Ukiah Unified,La Vida Independent Study Charter,4,0,0,    0,       0,     0.0,,,
23,65615,2330454,Mendocino,Ukiah Unified,Accelerated Achievement Academy,2,0,0,    0,       0,     0.0,,,
23,65615,2334704,Mendocino,Ukiah Unified,South Valley High (Cont.),71,0,0,    0,       0,     0.0,,,
23,65615,2335024,Mendocino,Ukiah Unified,Ukiah High,410,31,7.6,    23.4,      21,     5.1,,,
23,65623,2330066,Mendocino,Willits Unified,Sanhedrin High School,21,0,0,    0,       0,     0.0,,,
23,65623,2330314,Mendocino,Willits Unified,New Horizons (Alter),17,0,0,    0,       0,     0.0,,,
23,65623,2330363,Mendocino,Willits Unified,Willits Charter,2,0,0,    0,       0,     0.0,,,
23,65623,2335487,Mendocino,Willits Unified,Willits High,149,25,16.8,    20.2,      11,     7.4,,,
23,73866,2330041,Mendocino,Potter Valley Community Unified,Potter Valley High,30,0,0,    0,       0,     0.0,,,
23,73866,2330116,Mendocino,Potter Valley Community Unified,Centerville High (Cont.),2,0,0,    0,       0,     0.0,,,
23,73916,2330223,Mendocino,Laytonville Unified,Laytonville Continuation High,2,0,0,    0,       0,     0.0,,,
23,73916,2330389,Mendocino,Laytonville Unified,Laytonville Community Day,1,0,0,    0,       0,     0.0,,,
23,73916,2332260,Mendocino,Laytonville Unified,Laytonville High,36,1,2.8,NA,NA,NA,,,
23,75218,2330207,Mendocino,Leggett Valley Unified,Whale Gulch High,1,0,0,    0,       0,     0.0,,,
23,75218,2330397,Mendocino,Leggett Valley Unified,Redwood High (Cont.),2,0,0,    0,       0,     0.0,,,
23,75218,2332724,Mendocino,Leggett Valley Unified,Leggett Valley High,11,2,18.2,NA,NA,NA,,,
24,10249,2430056,Merced,Merced Co. Office of Education,Juvenile Hall/Community,12,0,0,    0,       0,     0.0,,,
24,10249,2430148,Merced,Merced Co. Office of Education,Valley Community,250,0,0,    0,       0,     0.0,,,
24,10249,2430155,Merced,Merced Co. Office of Education,Valley Community Day (7-12),36,0,0,    0,       0,     0.0,,,
24,10249,2430163,Merced,Merced Co. Office of Education,Valley Los Banos Community Day,4,0,0,    0,       0,     0.0,,,
24,10249,6069199,Merced,Merced Co. Office of Education,Special Education,33,0,0,    0,       0,     0.0,,,
24,65698,2430080,Merced,Hilmar Unified,Irwin High (Cont.),34,0,0,    0,       0,     0.0,,,
24,65698,2430106,Merced,Hilmar Unified,Colony Basic Skills Alternative High,7,0,0,    0,       0,     0.0,,,
24,65698,2432409,Merced,Hilmar Unified,Hilmar High,166,9,5.4,NA,NA,NA,,,
24,65730,2430064,Merced,Le Grand Union High,Granada High (Cont.),17,0,0,    0,       0,     0.0,,,
24,65730,2433001,Merced,Le Grand Union High,Le Grand High,129,1,0.8,NA,NA,NA,,,
24,65755,2431492,Merced,Los Banos Unified,San Luis High (Cont.),53,0,0,    0,       0,     0.0,,,
24,65755,2434207,Merced,Los Banos Unified,Los Banos High,383,13,3.4,    20.1,       5,     1.3,,,
24,65789,2430049,Merced,Merced Union High,Independence High (Alter.),116,0,0,    0,       0,     0.0,,,
24,65789,2430098,Merced,Merced Union High,Golden Valley High,459,91,19.8,    19.9,      37,     8.1,,,
24,65789,2430205,Merced,Merced Union High,Buhach Colony High,0,1,0,NA,NA,NA,,,
24,65789,2430601,Merced,Merced Union High,Atwater High,660,86,13,    19.4,      29,     4.4,,,
24,65789,2433605,Merced,Merced Union High,Livingston High,220,39,17.7,    17.8,       9,     4.1,,,
24,65789,2435204,Merced,Merced Union High,Merced High,592,79,13.3,    20.0,      36,     6.1,,,
24,65789,2439602,Merced,Merced Union High,Yosemite High (Cont.),129,0,0,    0,       0,     0.0,,,
24,73619,2430031,Merced,Gustine Unified,Pioneer High (Cont.),16,0,0,    0,       0,     0.0,,,
24,73619,2431807,Merced,Gustine Unified,Gustine High,99,3,3,NA,NA,NA,,,
24,75317,2430015,Merced,Dos Palos Oro Loma Jt. Unified,Westside High (Cont.),10,0,0,    0,       0,     0.0,,,
24,75317,2431203,Merced,Dos Palos Oro Loma Jt. Unified,Dos Palos High,149,20,13.4,    15.7,       3,     2.0,,,
24,75366,2430114,Merced,Delhi Unified,Delhi High,96,6,6.3,NA,NA,NA,,,
25,10256,2530038,Modoc,Modoc Co. Office of Education,Juvenile Hall/Community,3,0,0,    0,       0,     0.0,,,
25,10256,6069314,Modoc,Modoc Co. Office of Education,Special Education,1,0,0,    0,       0,     0.0,,,
25,65896,2537702,Modoc,Surprise Valley Joint Unified,Surprise Valley High,15,1,6.7,NA,NA,NA,,,
25,73585,2530020,Modoc,Modoc Joint Unified,Warner High (Cont.),9,0,0,    0,       0,     0.0,,,
25,73585,2530129,Modoc,Modoc Joint Unified,Modoc Charter,70,1,1.4,NA,NA,NA,,,
25,73585,2535409,Modoc,Modoc Joint Unified,Modoc High,82,9,11,NA,NA,NA,,,
25,73593,2530087,Modoc,Tulelake Basin Joint Unified,Tulelake Continuation High,2,0,0,    0,       0,     0.0,,,
25,73593,4737250,Modoc,Tulelake Basin Joint Unified,Tulelake High,31,3,9.7,NA,NA,NA,,,
26,10264,2630028,Mono,Mono Co. Office of Education,Juvenile Hall/Community,2,0,0,    0,       0,     0.0,,,
26,10264,2630101,Mono,Mono Co. Office of Education,Mono County Community Day,1,0,0,    0,       0,     0.0,,,
26,10264,6069330,Mono,Mono Co. Office of Education,Special Education,3,0,0,    0,       0,     0.0,,,
26,73668,2630051,Mono,Eastern Sierra Unified,Eastern Sierra Academy (High),3,0,0,    0,       0,     0.0,,,
26,73668,2630085,Mono,Eastern Sierra Unified,Sierra Charter,54,0,0,    0,       0,     0.0,,,
26,73668,2630093,Mono,Eastern Sierra Unified,Walker River High (Cont),3,0,0,    0,       0,     0.0,,,
26,73668,2633006,Mono,Eastern Sierra Unified,Coleville High,18,2,11.1,NA,NA,NA,,,
26,73668,2635001,Mono,Eastern Sierra Unified,Lee Vining High,3,2,66.7,NA,NA,NA,,,
26,73692,2630010,Mono,Mammoth Unified,Mammoth High,87,26,29.9,    23.7,      21,    24.1,,,
26,73692,2630036,Mono,Mammoth Unified,Sierra High (Cont.),8,0,0,    0,       0,     0.0,,,
27,10272,2730117,Monterey,Monterey Co. Office of Education,"Wellington M. Smith, Jr. School",23,0,0,    0,       0,     0.0,,,
27,10272,2730232,Monterey,Monterey Co. Office of Education,Monterey County Home Charter,25,0,0,    0,       0,     0.0,,,
27,10272,2730265,Monterey,Monterey Co. Office of Education,Salinas Community,6,0,0,    0,       0,     0.0,,,
27,10272,6069512,Monterey,Monterey Co. Office of Education,Special Education,3,0,0,    0,       0,     0.0,,,
27,65987,2730018,Monterey,Carmel Unified,Carmel Valley High (Cont.),9,0,0,    0,       0,     0.0,,,
27,65987,2730414,Monterey,Carmel Unified,Carmel High,179,23,12.8,    22.4,      18,    10.1,,,
27,66068,2730083,Monterey,King City Joint Union High,Candy Butler High,8,0,0,    0,       0,     0.0,,,
27,66068,2730174,Monterey,King City Joint Union High,Greenfield High,191,12,6.3,    18.0,       3,     1.6,,,
27,66068,2730208,Monterey,King City Joint Union High,Ventana High (Cont.),25,0,0,    0,       0,     0.0,,,
27,66068,2732170,Monterey,King City Joint Union High,King City High,183,19,10.4,    20.1,       8,     4.4,,,
27,66092,2730240,Monterey,Monterey Peninsula Unified,Learning for Life Charter,1,0,0,    0,       0,     0.0,,,
27,66092,2730257,Monterey,Monterey Peninsula Unified,Cypress Grove Charter High School for Arts and Sci,12,0,0,    0,       0,     0.0,,,
27,66092,2732253,Monterey,Monterey Peninsula Unified,Central Coast High (Cont),130,0,0,    0,       0,     0.0,,,
27,66092,2732808,Monterey,Monterey Peninsula Unified,Monterey High,290,37,12.8,    24.6,      31,    10.7,,,
27,66092,2735348,Monterey,Monterey Peninsula Unified,Seaside High,297,35,11.8,    18.4,       8,     2.7,,,
27,66134,2731115,Monterey,Pacific Grove Unified,Community High (Cont.),12,0,0,    0,       0,     0.0,,,
27,66134,2733657,Monterey,Pacific Grove Unified,Pacific Grove High,145,18,12.4,    23.1,      13,     9.0,,,
27,66159,2730109,Monterey,Salinas Union High,Alisal High,361,15,4.2,    16.5,       1,     0.3,,,
27,66159,2730166,Monterey,Salinas Union High,Everett Alvarez High,339,38,11.2,    18.4,      11,     3.2,,,
27,66159,2733178,Monterey,Salinas Union High,North Salinas High,408,22,5.4,    20.5,       9,     2.2,,,
27,66159,2734481,Monterey,Salinas Union High,Mount Toro High,27,0,0,    0,       0,     0.0,,,
27,66159,2734556,Monterey,Salinas Union High,Salinas High,493,68,13.8,    21.5,      40,     8.1,,,
27,73825,2730034,Monterey,North Monterey County Unified,North Monterey County High,319,81,25.4,    18.7,      29,     9.1,,,
27,73825,2730125,Monterey,North Monterey County Unified,North Monterey Co.Ctr for Independent Study,102,0,0,    0,       0,     0.0,,,
27,73825,2730141,Monterey,North Monterey County Unified,Central Bay High (Cont.),43,0,0,    0,       0,     0.0,,,
27,73825,2730182,Monterey,North Monterey County Unified,Liberty Family Academy,28,2,7.1,NA,NA,NA,,,
27,75150,2730133,Monterey,Pacific Unified,Pacific Valley (K-12),3,0,0,    0,       0,     0.0,,,
27,75440,2730067,Monterey,Soledad Unified,Pinnacles High (Cont.),20,0,0,    0,       0,     0.0,,,
27,75440,2730190,Monterey,Soledad Unified,Soledad High,138,4,2.9,NA,NA,NA,,,
27,75440,2730216,Monterey,Soledad Unified,Chalone High,70,0,0,    0,       0,     0.0,,,
27,75473,2730885,Monterey,Gonzales Unified,Gonzales High,148,1,0.7,NA,NA,NA,,,
28,10280,2830073,Napa,Napa Co. Office of Education,Juvenile Hall,5,0,0,    0,       0,     0.0,,,
28,10280,2830099,Napa,Napa Co. Office of Education,County Community,7,0,0,    0,       0,     0.0,,,
28,66241,2830065,Napa,Calistoga Joint Unified,Palisades High (Cont.),3,0,0,    0,       0,     0.0,,,
28,66241,2831758,Napa,Calistoga Joint Unified,Calistoga Junior-Senior High,54,6,11.1,NA,NA,NA,,,
28,66266,2830016,Napa,Napa Valley Unified,Vintage High,451,37,8.2,    22.5,      23,     5.1,,,
28,66266,2830115,Napa,Napa Valley Unified,New Technology High (Alt),105,7,6.7,NA,NA,NA,,,
28,66266,2830149,Napa,Napa Valley Unified,Valley Oak High School,177,0,0,    0,       0,     0.0,,,
28,66266,2835601,Napa,Napa Valley Unified,Napa High,446,39,8.7,    22.4,      25,     5.6,,,
28,66266,2836161,Napa,Napa Valley Unified,Temescal High (Cont.),13,0,0,    0,       0,     0.0,,,
28,66290,2830057,Napa,St. Helena Unified,Madrone High (Cont.),3,0,0,    0,       0,     0.0,,,
28,66290,2837102,Napa,St. Helena Unified,St. Helena High,131,28,21.4,    24.6,      24,    18.3,,,
29,10298,2930147,Nevada,Nevada Co. Office of Education,Muir Charter,934,0,0,    0,       0,     0.0,,,
29,66357,2930030,Nevada,Nevada Joint Union High,Sierra Mountain High (Alter),69,0,0,    0,       0,     0.0,,,
29,66357,2930048,Nevada,Nevada Joint Union High,Bear River High,262,53,20.2,    24.6,      42,    16.0,,,
29,66357,2930063,Nevada,Nevada Joint Union High,Earle Jamieson High,17,0,0,    0,       0,     0.0,,,
29,66357,2930071,Nevada,Nevada Joint Union High,Silver Springs High (Cont.),31,1,3.2,NA,NA,NA,,,
29,66357,2930089,Nevada,Nevada Joint Union High,Nevada Union Technical High (Cont.),35,1,2.9,NA,NA,NA,,,
29,66357,2930097,Nevada,Nevada Joint Union High,Pioneer High (Cont.),8,0,0,    0,       0,     0.0,,,
29,66357,2930105,Nevada,Nevada Joint Union High,Sierra Foothill High (Cont.),53,0,0,    0,       0,     0.0,,,
29,66357,2932507,Nevada,Nevada Joint Union High,Empire Continuation High,46,1,2.2,NA,NA,NA,,,
29,66357,2935500,Nevada,Nevada Joint Union High,Nevada Union High,562,109,19.4,    24.6,      88,    15.7,,,
29,66399,6111371,Nevada,Ready Springs Union Elementary,Vantage Point Charter,8,0,0,    0,       0,     0.0,,,
29,66415,6117329,Nevada,Twin Ridges Elementary,Bitney Springs Charter High,25,3,12,NA,NA,NA,,,
29,66415,6118996,Nevada,Twin Ridges Elementary,Forest School Independent Study Program,27,0,0,    0,       0,     0.0,,,
30,10306,3030426,Orange,Orange Co. Office of Education,Juvenile Hall/Community,97,0,0,    0,       0,     0.0,,,
30,10306,3030632,Orange,Orange Co. Office of Education,O.C. Community Home Education Program,90,0,0,    0,       0,     0.0,,,
30,10306,3030764,Orange,Orange Co. Office of Education,Summit School,607,0,0,    0,       0,     0.0,,,
30,10306,6069553,Orange,Orange Co. Office of Education,Special Education,20,0,0,    0,       0,     0.0,,,
30,66431,3030038,Orange,Anaheim Union High,Cypress High,461,32,6.9,    23.1,      22,     4.8,,,
30,66431,3030228,Orange,Anaheim Union High,Anaheim High,468,12,2.6,    20.2,       7,     1.5,,,
30,66431,3030384,Orange,Anaheim Union High,Polaris High (Alter.),59,0,0,    0,       0,     0.0,,,
30,66431,3030616,Orange,Anaheim Union High,Oxford High,120,27,22.5,    25.3,      25,    20.8,,,
30,66431,3032786,Orange,Anaheim Union High,Gilbert High (Cont.),164,0,0,    0,       0,     0.0,,,
30,66431,3033057,Orange,Anaheim Union High,Katella High,500,34,6.8,    19.3,      12,     2.4,,,
30,66431,3033115,Orange,Anaheim Union High,John F. Kennedy High,453,7,1.5,NA,NA,NA,,,
30,66431,3033784,Orange,Anaheim Union High,Loara High,461,53,11.5,    19.5,      18,     3.9,,,
